,betweenness_centrality,count,degree,degree_centrality,id,tf,word,party,year,margin_seats,winner
29,0.0,8,2,0.020202020202020204,Labour.1964,0.0007389617587289858,Money,Labour,1964,4,Labour
30,0.008017813630058525,8,2,0.020202020202020204,Labour.1964,0.0007389617587289858,Housing,Labour,1964,4,Labour
31,0.008363518567600198,8,2,0.020202020202020204,Labour.1964,0.0007389617587289858,Programme,Labour,1964,4,Labour
32,0.0,8,1,0.010101010101010102,Labour.1964,0.0007389617587289858,Trade,Labour,1964,4,Labour
33,0.04054484365717825,7,6,0.06060606060606061,Labour.1964,0.0006465915388878626,Country,Labour,1964,4,Labour
34,0.0,7,0,0.0,Labour.1964,0.0006465915388878626,Need,Labour,1964,4,Labour
35,0.03548262017649772,7,2,0.020202020202020204,Labour.1964,0.0006465915388878626,Revolution,Labour,1964,4,Labour
36,0.05676492819349962,7,4,0.04040404040404041,Labour.1964,0.0006465915388878626,Leisure,Labour,1964,4,Labour
37,0.0,7,1,0.010101010101010102,Labour.1964,0.0006465915388878626,Market,Labour,1964,4,Labour
38,0.02711877439768595,7,8,0.08080808080808081,Labour.1964,0.0006465915388878626,Transport,Labour,1964,4,Labour
39,0.05368147449947912,7,6,0.06060606060606061,Labour.1964,0.0006465915388878626,Share,Labour,1964,4,Labour
40,0.0,7,2,0.020202020202020204,Labour.1964,0.0006465915388878626,School,Labour,1964,4,Labour
41,0.0,7,1,0.010101010101010102,Labour.1964,0.0006465915388878626,End,Labour,1964,4,Labour
42,0.0,7,3,0.030303030303030304,Labour.1964,0.0006465915388878626,Effort,Labour,1964,4,Labour
43,0.0,7,2,0.020202020202020204,Labour.1964,0.0006465915388878626,Control,Labour,1964,4,Labour
44,0.0045711441587974,6,6,0.06060606060606061,Labour.1964,0.0005542213190467394,Technology,Labour,1964,4,Labour
45,0.14033463387204878,6,3,0.030303030303030304,Labour.1964,0.0005542213190467394,Opportunity,Labour,1964,4,Labour
46,0.014474515154787263,6,4,0.04040404040404041,Labour.1964,0.0005542213190467394,Loss,Labour,1964,4,Labour
47,0.045299532128134555,6,7,0.07070707070707072,Labour.1964,0.0005542213190467394,Burden,Labour,1964,4,Labour
48,0.03533357546962988,6,3,0.030303030303030304,Labour.1964,0.0005542213190467394,Job,Labour,1964,4,Labour
49,0.0008474770379532285,6,4,0.04040404040404041,Labour.1964,0.0005542213190467394,Creation,Labour,1964,4,Labour
50,0.026753141642153276,6,6,0.06060606060606061,Labour.1964,0.0005542213190467394,Unemployment,Labour,1964,4,Labour
51,0.005403402342177851,6,5,0.05050505050505051,Labour.1964,0.0005542213190467394,Rail,Labour,1964,4,Labour
52,0.0,6,1,0.010101010101010102,Labour.1964,0.0005542213190467394,Home,Labour,1964,4,Labour
53,0.014545057648428032,6,6,0.06060606060606061,Labour.1964,0.0005542213190467394,Tax,Labour,1964,4,Labour
54,0.10339549093232384,6,4,0.04040404040404041,Labour.1964,0.0005542213190467394,Machinery,Labour,1964,4,Labour
55,0.001162908645901843,6,2,0.020202020202020204,Labour.1964,0.0005542213190467394,Supply,Labour,1964,4,Labour
56,0.00775605448656487,6,7,0.07070707070707072,Labour.1964,0.0005542213190467394,Research,Labour,1964,4,Labour
57,0.07000420214705928,6,4,0.04040404040404041,Labour.1964,0.0005542213190467394,Pension,Labour,1964,4,Labour
58,0.0,6,2,0.020202020202020204,Labour.1964,0.0005542213190467394,Pay,Labour,1964,4,Labour
59,0.0,6,2,0.020202020202020204,Labour.1964,0.0005542213190467394,Value,Labour,1964,4,Labour
60,0.0,6,1,0.010101010101010102,Labour.1964,0.0005542213190467394,Building,Labour,1964,4,Labour
61,0.033196500330297835,6,7,0.07070707070707072,Labour.1964,0.0005542213190467394,War,Labour,1964,4,Labour
62,0.039137248490989984,5,4,0.04040404040404041,Labour.1964,0.0004618510992056161,Administration,Labour,1964,4,Labour
63,0.14643538104922657,5,6,0.06060606060606061,Labour.1964,0.0004618510992056161,Future,Labour,1964,4,Labour
64,0.009314634944887044,5,6,0.06060606060606061,Labour.1964,0.0004618510992056161,History,Labour,1964,4,Labour
65,0.02969052650893129,5,4,0.04040404040404041,Labour.1964,0.0004618510992056161,Living,Labour,1964,4,Labour
66,0.0,5,0,0.0,Labour.1964,0.0004618510992056161,Action,Labour,1964,4,Labour
67,0.0,5,2,0.020202020202020204,Labour.1964,0.0004618510992056161,Maintenance,Labour,1964,4,Labour
68,0.016040889660337433,5,3,0.030303030303030304,Labour.1964,0.0004618510992056161,Attitude,Labour,1964,4,Labour
69,0.05358630755604487,5,7,0.07070707070707072,Labour.1964,0.0004618510992056161,Today,Labour,1964,4,Labour
70,0.017197716264796405,5,5,0.05050505050505051,Labour.1964,0.0004618510992056161,Defence,Labour,1964,4,Labour
71,0.1943936868315711,5,10,0.10101010101010102,Labour.1964,0.0004618510992056161,Influence,Labour,1964,4,Labour
72,0.027575070432213286,5,3,0.030303030303030304,Labour.1964,0.0004618510992056161,Field,Labour,1964,4,Labour
73,0.037930323644609354,5,3,0.030303030303030304,Labour.1964,0.0004618510992056161,Training,Labour,1964,4,Labour
74,0.0,5,1,0.010101010101010102,Labour.1964,0.0004618510992056161,Price,Labour,1964,4,Labour
75,0.031144844070014138,5,3,0.030303030303030304,Labour.1964,0.0004618510992056161,Scheme,Labour,1964,4,Labour
76,0.0,5,1,0.010101010101010102,Labour.1964,0.0004618510992056161,Number,Labour,1964,4,Labour
77,0.0010258071482561275,5,5,0.05050505050505051,Labour.1964,0.0004618510992056161,Alliance,Labour,1964,4,Labour
78,0.0,5,4,0.04040404040404041,Labour.1964,0.0004618510992056161,Disarmament,Labour,1964,4,Labour
79,0.03896103896103895,4,4,0.04040404040404041,Labour.1964,0.0003694808793644929,Election,Labour,1964,4,Labour
80,0.007764722050436336,4,2,0.020202020202020204,Labour.1964,0.0003694808793644929,Wealth,Labour,1964,4,Labour
81,0.0036071763962920427,4,3,0.030303030303030304,Labour.1964,0.0003694808793644929,Chaos,Labour,1964,4,Labour
82,0.05987348675969579,4,7,0.07070707070707072,Labour.1964,0.0003694808793644929,Case,Labour,1964,4,Labour
83,0.0,4,1,0.010101010101010102,Labour.1964,0.0003694808793644929,Partnership,Labour,1964,4,Labour
84,0.0,4,1,0.010101010101010102,Labour.1964,0.0003694808793644929,Office,Labour,1964,4,Labour
85,0.010911487101963291,4,2,0.020202020202020204,Labour.1964,0.0003694808793644929,Freedom,Labour,1964,4,Labour
86,0.021185275456984135,4,3,0.030303030303030304,Labour.1964,0.0003694808793644929,Poverty,Labour,1964,4,Labour
87,0.044568130282415984,4,3,0.030303030303030304,Labour.1964,0.0003694808793644929,Balance,Labour,1964,4,Labour
88,0.14652514669702746,4,8,0.08080808080808081,Labour.1964,0.0003694808793644929,Result,Labour,1964,4,Labour
89,0.04966698721655251,4,3,0.030303030303030304,Labour.1964,0.0003694808793644929,Failure,Labour,1964,4,Labour
90,0.023019635944806008,4,2,0.020202020202020204,Labour.1964,0.0003694808793644929,Change,Labour,1964,4,Labour
91,0.07414154250888944,4,5,0.05050505050505051,Labour.1964,0.0003694808793644929,Income,Labour,1964,4,Labour
92,0.08077313213367635,4,4,0.04040404040404041,Labour.1964,0.0003694808793644929,Employment,Labour,1964,4,Labour
93,0.0047565057769139414,4,2,0.020202020202020204,Labour.1964,0.0003694808793644929,Problem,Labour,1964,4,Labour
94,0.07725753426124483,4,6,0.06060606060606061,Labour.1964,0.0003694808793644929,Belief,Labour,1964,4,Labour
95,0.024499370177641488,4,5,0.05050505050505051,Labour.1964,0.0003694808793644929,Century,Labour,1964,4,Labour
96,0.10890872021687982,4,12,0.12121212121212122,Labour.1964,0.0003694808793644929,Enterprise,Labour,1964,4,Labour
97,0.019171304885590598,4,4,0.04040404040404041,Labour.1964,0.0003694808793644929,Role,Labour,1964,4,Labour
98,0.03649534254886753,4,6,0.06060606060606061,Labour.1964,0.0003694808793644929,Rise,Labour,1964,4,Labour
99,0.06217337713936352,4,6,0.06060606060606061,Labour.1964,0.0003694808793644929,Structure,Labour,1964,4,Labour
100,0.016517961470033198,22,7,0.07070707070707072,Labour.1966,0.0018243635458993282,Industry,Labour,1966,98,Labour
101,0.05354038011737453,22,6,0.06060606060606061,Labour.1966,0.0018243635458993282,Policy,Labour,1966,98,Labour
102,0.0,21,0,0.0,Labour.1966,0.0017414379301766317,Part,Labour,1966,98,Labour
103,0.0,20,1,0.010101010101010102,Labour.1966,0.001658512314453935,Building,Labour,1966,98,Labour
104,0.0018923591125199043,19,2,0.020202020202020204,Labour.1966,0.0015755866987312381,Year,Labour,1966,98,Labour
105,0.00674286231645539,17,4,0.04040404040404041,Labour.1966,0.0014097354672858446,World,Labour,1966,98,Labour
106,0.049147305316136494,17,3,0.030303030303030304,Labour.1966,0.0014097354672858446,System,Labour,1966,98,Labour
107,0.015713970630482684,17,6,0.06060606060606061,Labour.1966,0.0014097354672858446,Development,Labour,1966,98,Labour
108,0.001562997288105513,13,7,0.07070707070707072,Labour.1966,0.0010780330043950576,Transport,Labour,1966,98,Labour
109,0.10548915506625858,12,7,0.07070707070707072,Labour.1966,0.0009951073886723609,Economy,Labour,1966,98,Labour
110,0.005243723270934157,12,3,0.030303030303030304,Labour.1966,0.0009951073886723609,Community,Labour,1966,98,Labour
111,0.02336749864579178,12,3,0.030303030303030304,Labour.1966,0.0009951073886723609,Programme,Labour,1966,98,Labour
112,0.026052731425335013,11,7,0.07070707070707072,Labour.1966,0.0009121817729496641,Road,Labour,1966,98,Labour
113,0.031619507694028416,11,9,0.09090909090909091,Labour.1966,0.0009121817729496641,Investment,Labour,1966,98,Labour
114,0.005468668242414103,11,5,0.05050505050505051,Labour.1966,0.0009121817729496641,Tax,Labour,1966,98,Labour
115,6.871435442864013e-05,11,4,0.04040404040404041,Labour.1966,0.0009121817729496641,Education,Labour,1966,98,Labour
116,0.03708216469229965,10,8,0.08080808080808081,Labour.1966,0.0008292561572269675,Nation,Labour,1966,98,Labour
117,0.0,10,1,0.010101010101010102,Labour.1966,0.0008292561572269675,Support,Labour,1966,98,Labour
118,0.03394834396689684,10,6,0.06060606060606061,Labour.1966,0.0008292561572269675,Expenditure,Labour,1966,98,Labour
119,0.0,10,1,0.010101010101010102,Labour.1966,0.0008292561572269675,Home,Labour,1966,98,Labour
120,0.0,10,1,0.010101010101010102,Labour.1966,0.0008292561572269675,Work,Labour,1966,98,Labour
121,0.0,9,2,0.020202020202020204,Labour.1966,0.0007463305415042707,Time,Labour,1966,98,Labour
122,0.03710575139146567,9,3,0.030303030303030304,Labour.1966,0.0007463305415042707,Government,Labour,1966,98,Labour
123,0.12625186890802226,9,8,0.08080808080808081,Labour.1966,0.0007463305415042707,Expansion,Labour,1966,98,Labour
124,0.0810472155710251,9,4,0.04040404040404041,Labour.1966,0.0007463305415042707,Balance,Labour,1966,98,Labour
125,0.0,9,2,0.020202020202020204,Labour.1966,0.0007463305415042707,Order,Labour,1966,98,Labour
126,0.0,8,2,0.020202020202020204,Labour.1966,0.0006634049257815739,Office,Labour,1966,98,Labour
127,0.028300018884434466,8,3,0.030303030303030304,Labour.1966,0.0006634049257815739,End,Labour,1966,98,Labour
128,0.08873468488496315,8,4,0.04040404040404041,Labour.1966,0.0006634049257815739,Cent,Labour,1966,98,Labour
129,0.0022984951556380127,8,2,0.020202020202020204,Labour.1966,0.0006634049257815739,Problem,Labour,1966,98,Labour
130,0.08194352545001891,7,4,0.04040404040404041,Labour.1966,0.0005804793100588772,Reconstruction,Labour,1966,98,Labour
131,0.05545248402391259,7,3,0.030303030303030304,Labour.1966,0.0005804793100588772,Job,Labour,1966,98,Labour
132,0.07115693406664342,7,4,0.04040404040404041,Labour.1966,0.0005804793100588772,Crisis,Labour,1966,98,Labour
133,0.09935111810998527,7,5,0.05050505050505051,Labour.1966,0.0005804793100588772,Unemployment,Labour,1966,98,Labour
134,0.0,7,1,0.010101010101010102,Labour.1966,0.0005804793100588772,Housing,Labour,1966,98,Labour
135,0.07918386628643459,7,8,0.08080808080808081,Labour.1966,0.0005804793100588772,Capital,Labour,1966,98,Labour
136,0.020983251842868415,7,7,0.07070707070707072,Labour.1966,0.0005804793100588772,Purpose,Labour,1966,98,Labour
137,0.02152494142290061,7,5,0.05050505050505051,Labour.1966,0.0005804793100588772,Aim,Labour,1966,98,Labour
138,0.0,7,1,0.010101010101010102,Labour.1966,0.0005804793100588772,Scheme,Labour,1966,98,Labour
139,0.22659724530518308,7,7,0.07070707070707072,Labour.1966,0.0005804793100588772,Contribution,Labour,1966,98,Labour
140,0.07671248218558052,7,4,0.04040404040404041,Labour.1966,0.0005804793100588772,Opportunity,Labour,1966,98,Labour
141,0.018759018759018756,7,2,0.020202020202020204,Labour.1966,0.0005804793100588772,Family,Labour,1966,98,Labour
142,0.0,7,3,0.030303030303030304,Labour.1966,0.0005804793100588772,School,Labour,1966,98,Labour
143,0.0,6,2,0.020202020202020204,Labour.1966,0.0004975536943361804,Power,Labour,1966,98,Labour
144,0.10543158455186905,6,6,0.06060606060606061,Labour.1966,0.0004975536943361804,Progress,Labour,1966,98,Labour
145,0.0685405448906304,6,8,0.08080808080808081,Labour.1966,0.0004975536943361804,Future,Labour,1966,98,Labour
146,0.06257639209092515,6,5,0.05050505050505051,Labour.1966,0.0004975536943361804,Record,Labour,1966,98,Labour
147,0.0,6,1,0.010101010101010102,Labour.1966,0.0004975536943361804,Price,Labour,1966,98,Labour
148,0.0569816312213271,6,6,0.06060606060606061,Labour.1966,0.0004975536943361804,Interest,Labour,1966,98,Labour
149,0.01808808418270385,6,3,0.030303030303030304,Labour.1966,0.0004975536943361804,House,Labour,1966,98,Labour
150,0.008722609468817042,6,4,0.04040404040404041,Labour.1966,0.0004975536943361804,Effort,Labour,1966,98,Labour
151,0.16642412123831965,6,5,0.05050505050505051,Labour.1966,0.0004975536943361804,Value,Labour,1966,98,Labour
152,0.05931594717154395,6,4,0.04040404040404041,Labour.1966,0.0004975536943361804,Increase,Labour,1966,98,Labour
153,0.019482297690399115,6,6,0.06060606060606061,Labour.1966,0.0004975536943361804,Flow,Labour,1966,98,Labour
154,0.044717077741196466,6,7,0.07070707070707072,Labour.1966,0.0004975536943361804,Production,Labour,1966,98,Labour
155,0.0077545785028778225,6,3,0.030303030303030304,Labour.1966,0.0004975536943361804,Plan,Labour,1966,98,Labour
156,0.00115434766795311,6,6,0.06060606060606061,Labour.1966,0.0004975536943361804,Rail,Labour,1966,98,Labour
157,0.0,6,0,0.0,Labour.1966,0.0004975536943361804,Shortage,Labour,1966,98,Labour
158,0.03741496598639456,6,5,0.05050505050505051,Labour.1966,0.0004975536943361804,Land,Labour,1966,98,Labour
159,0.12396069538926682,6,7,0.07070707070707072,Labour.1966,0.0004975536943361804,Provision,Labour,1966,98,Labour
160,0.06843949701092558,6,4,0.04040404040404041,Labour.1966,0.0004975536943361804,Service,Labour,1966,98,Labour
161,0.07631562529248877,6,7,0.07070707070707072,Labour.1966,0.0004975536943361804,Country,Labour,1966,98,Labour
162,0.06843949701092558,6,4,0.04040404040404041,Labour.1966,0.0004975536943361804,Health,Labour,1966,98,Labour
163,0.0410351238582531,6,6,0.06060606060606061,Labour.1966,0.0004975536943361804,Aid,Labour,1966,98,Labour
164,0.0,5,0,0.0,Labour.1966,0.0004146280786134837,Majority,Labour,1966,98,Labour
165,0.0,5,1,0.010101010101010102,Labour.1966,0.0004146280786134837,Authority,Labour,1966,98,Labour
166,0.03531341336690749,5,6,0.06060606060606061,Labour.1966,0.0004146280786134837,Strength,Labour,1966,98,Labour
167,0.06365519601450337,5,2,0.020202020202020204,Labour.1966,0.0004146280786134837,Security,Labour,1966,98,Labour
168,0.04418581187743398,5,5,0.05050505050505051,Labour.1966,0.0004146280786134837,Growth,Labour,1966,98,Labour
169,0.018759018759018756,5,2,0.020202020202020204,Labour.1966,0.0004146280786134837,Employment,Labour,1966,98,Labour
170,0.05795172039760784,5,3,0.030303030303030304,Labour.1966,0.0004146280786134837,Level,Labour,1966,98,Labour
171,0.0,5,2,0.020202020202020204,Labour.1966,0.0004146280786134837,Control,Labour,1966,98,Labour
172,0.00734902623430762,5,3,0.030303030303030304,Labour.1966,0.0004146280786134837,Planning,Labour,1966,98,Labour
173,0.0,5,1,0.010101010101010102,Labour.1966,0.0004146280786134837,Use,Labour,1966,98,Labour
174,0.018759018759018756,5,2,0.020202020202020204,Labour.1966,0.0004146280786134837,Effect,Labour,1966,98,Labour
175,0.012990328019521519,5,7,0.07070707070707072,Labour.1966,0.0004146280786134837,Burden,Labour,1966,98,Labour
176,0.010592252370327238,5,7,0.07070707070707072,Labour.1966,0.0004146280786134837,Taxation,Labour,1966,98,Labour
177,0.06674372421716816,5,6,0.06060606060606061,Labour.1966,0.0004146280786134837,Cost,Labour,1966,98,Labour
178,0.007319261168982875,5,2,0.020202020202020204,Labour.1966,0.0004146280786134837,Field,Labour,1966,98,Labour
179,0.07083411108248316,5,6,0.06060606060606061,Labour.1966,0.0004146280786134837,Basis,Labour,1966,98,Labour
180,0.06346239195651687,5,10,0.10101010101010102,Labour.1966,0.0004146280786134837,Efficiency,Labour,1966,98,Labour
181,0.0,5,1,0.010101010101010102,Labour.1966,0.0004146280786134837,Rent,Labour,1966,98,Labour
182,0.023387421346605024,5,4,0.04040404040404041,Labour.1966,0.0004146280786134837,Money,Labour,1966,98,Labour
183,0.014361225709401343,5,4,0.04040404040404041,Labour.1966,0.0004146280786134837,Law,Labour,1966,98,Labour
184,0.014361225709401343,5,4,0.04040404040404041,Labour.1966,0.0004146280786134837,Legislation,Labour,1966,98,Labour
185,0.037174465745894315,5,5,0.05050505050505051,Labour.1966,0.0004146280786134837,Training,Labour,1966,98,Labour
186,0.006742045718545408,5,5,0.05050505050505051,Labour.1966,0.0004146280786134837,Peace,Labour,1966,98,Labour
187,0.006742045718545408,5,5,0.05050505050505051,Labour.1966,0.0004146280786134837,Defence,Labour,1966,98,Labour
188,0.05016114122483941,4,8,0.08080808080808081,Labour.1966,0.00033170246289078697,Influence,Labour,1966,98,Labour
189,0.07780427959772425,4,4,0.04040404040404041,Labour.1966,0.00033170246289078697,Life,Labour,1966,98,Labour
190,0.011335377213546662,4,4,0.04040404040404041,Labour.1966,0.00033170246289078697,Period,Labour,1966,98,Labour
191,0.01169410767431794,4,4,0.04040404040404041,Labour.1966,0.00033170246289078697,Modernisation,Labour,1966,98,Labour
192,0.0,4,2,0.020202020202020204,Labour.1966,0.00033170246289078697,Market,Labour,1966,98,Labour
193,0.013325966619102054,4,2,0.020202020202020204,Labour.1966,0.00033170246289078697,Example,Labour,1966,98,Labour
194,0.010940496492444543,4,3,0.030303030303030304,Labour.1966,0.00033170246289078697,Machinery,Labour,1966,98,Labour
195,0.0,4,0,0.0,Labour.1966,0.00033170246289078697,Responsibility,Labour,1966,98,Labour
196,0.0,4,0,0.0,Labour.1966,0.00033170246289078697,Need,Labour,1966,98,Labour
197,0.04114942093178842,4,4,0.04040404040404041,Labour.1966,0.00033170246289078697,War,Labour,1966,98,Labour
198,0.0,4,3,0.030303030303030304,Labour.1966,0.00033170246289078697,Range,Labour,1966,98,Labour
199,0.0,4,3,0.030303030303030304,Labour.1966,0.00033170246289078697,Mortgage,Labour,1966,98,Labour
200,0.0,27,3,0.030303030303030304,Labour.1970,0.002079002079002079,Education,Labour,1970,30,Tory
201,0.0026777249365741523,25,4,0.04040404040404041,Labour.1970,0.001925001925001925,Industry,Labour,1970,30,Tory
202,0.05728280627032988,20,6,0.06060606060606061,Labour.1970,0.00154000154000154,World,Labour,1970,30,Tory
203,0.038754895897753036,20,3,0.030303030303030304,Labour.1970,0.00154000154000154,Government,Labour,1970,30,Tory
204,0.05881294319155171,19,4,0.04040404040404041,Labour.1970,0.001463001463001463,System,Labour,1970,30,Tory
205,0.019560562936047094,18,2,0.020202020202020204,Labour.1970,0.001386001386001386,Work,Labour,1970,30,Tory
206,0.0,18,2,0.020202020202020204,Labour.1970,0.001386001386001386,Housing,Labour,1970,30,Tory
207,0.008713185601643384,18,3,0.030303030303030304,Labour.1970,0.001386001386001386,Development,Labour,1970,30,Tory
208,0.05284405711392455,17,4,0.04040404040404041,Labour.1970,0.001309001309001309,Community,Labour,1970,30,Tory
209,0.0,17,1,0.010101010101010102,Labour.1970,0.001309001309001309,Building,Labour,1970,30,Tory
210,0.016846597291119925,16,2,0.020202020202020204,Labour.1970,0.001232001232001232,Number,Labour,1970,30,Tory
211,0.0,15,2,0.020202020202020204,Labour.1970,0.001155001155001155,Part,Labour,1970,30,Tory
212,0.02270491602124255,15,5,0.05050505050505051,Labour.1970,0.001155001155001155,Reform,Labour,1970,30,Tory
213,0.009928906979716602,15,4,0.04040404040404041,Labour.1970,0.001155001155001155,Programme,Labour,1970,30,Tory
214,0.024165856818918044,14,2,0.020202020202020204,Labour.1970,0.001078001078001078,Time,Labour,1970,30,Tory
215,0.007473575377532957,14,5,0.05050505050505051,Labour.1970,0.001078001078001078,Planning,Labour,1970,30,Tory
216,0.0,13,1,0.010101010101010102,Labour.1970,0.001001001001001001,Year,Labour,1970,30,Tory
217,0.022938773689602957,13,7,0.07070707070707072,Labour.1970,0.001001001001001001,Investment,Labour,1970,30,Tory
218,0.09362065881119505,13,5,0.05050505050505051,Labour.1970,0.001001001001001001,Policy,Labour,1970,30,Tory
219,0.0013035528341650787,13,4,0.04040404040404041,Labour.1970,0.001001001001001001,Progress,Labour,1970,30,Tory
220,0.012903676092945016,12,7,0.07070707070707072,Labour.1970,0.000924000924000924,Country,Labour,1970,30,Tory
221,0.016744489644750303,12,6,0.06060606060606061,Labour.1970,0.000924000924000924,Service,Labour,1970,30,Tory
222,0.019887831104389114,12,4,0.04040404040404041,Labour.1970,0.000924000924000924,Role,Labour,1970,30,Tory
223,0.0450902695501005,12,5,0.05050505050505051,Labour.1970,0.000924000924000924,Road,Labour,1970,30,Tory
224,0.025920248297659754,11,8,0.08080808080808081,Labour.1970,0.000847000847000847,Economy,Labour,1970,30,Tory
225,0.07922702892031559,11,12,0.12121212121212122,Labour.1970,0.000847000847000847,Society,Labour,1970,30,Tory
226,0.04175202469545456,11,2,0.020202020202020204,Labour.1970,0.000847000847000847,Expenditure,Labour,1970,30,Tory
227,0.04637939580302905,11,10,0.10101010101010102,Labour.1970,0.000847000847000847,Way,Labour,1970,30,Tory
228,0.0431108611360466,11,5,0.05050505050505051,Labour.1970,0.000847000847000847,Structure,Labour,1970,30,Tory
229,0.0,11,1,0.010101010101010102,Labour.1970,0.000847000847000847,Problem,Labour,1970,30,Tory
230,0.0,10,1,0.010101010101010102,Labour.1970,0.00077000077000077,Need,Labour,1970,30,Tory
231,0.0019319654268633852,10,3,0.030303030303030304,Labour.1970,0.00077000077000077,Law,Labour,1970,30,Tory
232,0.10685605143058714,10,7,0.07070707070707072,Labour.1970,0.00077000077000077,Opportunity,Labour,1970,30,Tory
233,0.0654150189876777,10,8,0.08080808080808081,Labour.1970,0.00077000077000077,Expansion,Labour,1970,30,Tory
234,0.004308746980361079,10,4,0.04040404040404041,Labour.1970,0.00077000077000077,Change,Labour,1970,30,Tory
235,0.016744489644750303,10,6,0.06060606060606061,Labour.1970,0.00077000077000077,Health,Labour,1970,30,Tory
236,0.021767162564549344,9,7,0.07070707070707072,Labour.1970,0.000693000693000693,Place,Labour,1970,30,Tory
237,0.15563292905039877,9,11,0.11111111111111112,Labour.1970,0.000693000693000693,Nation,Labour,1970,30,Tory
238,0.058472694629340106,9,4,0.04040404040404041,Labour.1970,0.000693000693000693,Today,Labour,1970,30,Tory
239,0.11502907217807391,8,10,0.10101010101010102,Labour.1970,0.000616000616000616,Contribution,Labour,1970,30,Tory
240,0.0422527623879217,8,5,0.05050505050505051,Labour.1970,0.000616000616000616,Help,Labour,1970,30,Tory
241,0.008920260854253282,8,4,0.04040404040404041,Labour.1970,0.000616000616000616,Land,Labour,1970,30,Tory
242,0.001006665292379578,8,2,0.020202020202020204,Labour.1970,0.000616000616000616,Defence,Labour,1970,30,Tory
243,0.07273467516080374,8,3,0.030303030303030304,Labour.1970,0.000616000616000616,Security,Labour,1970,30,Tory
244,0.004613198352472617,8,4,0.04040404040404041,Labour.1970,0.000616000616000616,Aim,Labour,1970,30,Tory
245,0.019563229550860962,8,4,0.04040404040404041,Labour.1970,0.000616000616000616,Rate,Labour,1970,30,Tory
246,0.044810199649408064,8,5,0.05050505050505051,Labour.1970,0.000616000616000616,Reorganisation,Labour,1970,30,Tory
